노선번호,노선,정류장순서,정류장,정류장 번호,정류장명,경도,위도,이전정류장과_노선거리_m,구간이동시간_초,누적노선거리_m,누적예상시간_초
1,250000100,1,265000793,2227,상공회의소,127.75267,37.89832,0.0,0.0,0.0,0.0
1,250000100,2,250026779,2506,장학해온채A,127.75391,37.89731,214.1,29.6,214.1,29.6
1,250000100,3,250026778,2505,장학교차로,127.75555,37.89383,443.1,61.4,657.2,91.0
1,250000100,4,250026830,2557,장학부영A,127.75278,37.89642,756.4,104.7,1413.6,195.7
1,250000100,5,250001211,1020,후평동종점,127.74865,37.89326,714.8,99.0,2128.4,294.7
1,250000100,6,250001377,1376,춘천기계공고,127.74898,37.89114,237.5,32.9,2365.9,327.6
1,250000100,7,250001873,1771,정부합동청사,127.74931,37.88887,260.4,36.1,2626.3,363.6
1,250000100,8,250001505,1826,동광오거리,127.74955,37.88523,447.2,61.9,3073.5,425.6
1,250000100,9,250001277,1086,한국전력공사입구,127.74871,37.88346,210.2,29.1,3283.6,454.7
1,250000100,10,250001295,1104,포스코더샵A,127.7486,37.8815,232.0,32.1,3515.6,486.8
1,250000100,11,250001786,1517,충인교회,127.75001,37.87954,258.2,35.8,3773.8,522.5
1,250000100,12,250001853,1751,일성트루엘A,127.74822,37.87735,418.6,58.0,4192.4,580.5
1,250000100,13,250002238,2215,푸른언덕공원,127.74556,37.87622,265.9,36.8,4458.3,617.3
1,250000100,14,250001750,1483,강원대학병원,127.74295,37.87474,292.7,40.5,4751.0,657.8
1,250000100,15,250001678,1997,춘천청소년수련관,127.74109,37.87438,263.9,36.5,5014.9,694.4
1,250000100,16,250001230,1039,중부지구대,127.73797,37.87579,315.6,43.7,5330.5,738.1
1,250000100,17,250001545,1865,동부시장,127.73429,37.87658,346.8,48.0,5677.3,786.1
1,250000100,18,250001914,1561,육림고개,127.7308,37.87719,379.9,52.6,6057.2,838.7
1,250000100,19,250002077,2054,시청입구,127.72874,37.87957,320.6,44.4,6377.8,883.1
1,250000100,20,250002029,1671,명동입구,127.7267,37.87969,264.5,36.6,6642.3,919.7
1,250000100,21,250001848,1746,중앙시장/중앙초교,127.72505,37.87834,208.7,28.9,6851.0,948.6
1,250000100,22,250001202,1011,중앙로입구,127.72307,37.87703,234.7,32.5,7085.7,981.1
1,250000100,23,250001349,1156,춘천시보건소,127.72076,37.87617,231.6,32.1,7317.3,1013.2
1,250000100,24,250001353,1160,춘천중학교,127.7177,37.87521,303.7,42.1,7621.0,1055.2
1,250000100,25,250001350,1157,엘타워/미소지움,127.71702,37.87405,329.7,45.7,7950.7,1100.9
1,250000100,26,250001986,1631,미소지움/방송대,127.72015,37.87331,286.8,39.7,8237.5,1140.6
1,250000100,27,250002027,1669,약사롯데캐슬,127.72313,37.8721,302.4,41.9,8539.8,1182.4
1,250000100,28,250001626,1946,남부시장,127.726,37.87062,302.9,41.9,8842.8,1224.4
1,250000100,29,250026603,2335,수협,127.72789,37.86971,203.2,28.1,9045.9,1252.5
1,250000100,30,250002023,1665,양우A,127.7305,37.86833,283.2,39.2,9329.1,1291.7
1,250000100,31,250002239,2216,춘천지방법원,127.73416,37.86611,412.4,57.1,9741.5,1348.8
1,250000100,32,250001751,1484,춘천사회혁신센터,127.7363,37.86417,291.2,40.3,10032.7,1389.1
1,250000100,33,250002136,2113,석사A,127.73912,37.86279,290.9,40.3,10323.6,1429.4
1,250000100,34,250002148,2125,석사4거리,127.74329,37.86117,409.0,56.6,10732.5,1486.0
1,250000100,35,250002147,2124,석사교회,127.7446,37.85989,194.2,26.9,10926.8,1512.9
1,250000100,36,250001386,1384,교육대학교,127.7471,37.85718,372.6,51.6,11299.3,1564.5
1,250000100,37,250002016,1659,여성가족연구원,127.74868,37.85579,207.8,28.8,11507.2,1593.3
1,250000100,38,250002138,2115,석사삼익A,127.75114,37.8531,379.1,52.5,11886.2,1645.8
1,250000100,39,250002145,2122,석사극동A,127.75271,37.85105,273.2,37.8,12159.5,1683.6
1,250000100,40,250001273,1082,장애인종합복지관,127.75585,37.84689,558.6,77.3,12718.1,1761.0
1,250000100,41,265000868,2411,학곡지구입구,127.75874,37.84248,580.7,80.4,13298.8,1841.4
1,250000100,42,250001354,1161,학곡2리,127.7588,37.83985,292.7,40.5,13591.5,1881.9
1,250000100,43,250001282,1091,학곡리종점,127.76038,37.83495,572.5,79.3,14164.0,1961.2
1,250000100,44,250001167,1335,학곡리,127.76311,37.83234,397.1,55.0,14561.1,2016.2
1,250000100,45,250027094,2809,춘천자원,127.76397,37.8279,509.5,70.5,15070.6,2086.7
1,250000100,46,265000751,1387,사암4리,127.76395,37.82383,461.8,63.9,15532.4,2150.6
1,250000100,47,250026776,2503,학곡리,127.76328,37.82284,125.1,17.3,15657.5,2168.0
1,250000100,48,265000745,1656,화물공영차고지,127.76246,37.822,167.8,23.2,15825.3,2191.2
1,250000100,49,265000744,1626,화물공영차고지,127.76282,37.82181,65.3,9.0,15890.6,2200.2
1,250000100,50,250027084,2808,학곡리,127.76339,37.82274,123.3,17.1,16013.9,2217.3
1,250000100,51,250026772,2499,사암4리,127.76413,37.82384,138.3,19.1,16152.2,2236.5
1,250000100,52,250027095,2810,춘천자원,127.76405,37.82823,491.6,68.1,16643.8,2304.5
1,250000100,53,250001166,1334,학곡리,127.76325,37.83245,488.8,67.7,17132.6,2372.2
1,250000100,54,250001283,1092,학곡리종점,127.7606,37.8351,410.4,56.8,17542.9,2429.0
1,250000100,55,250001355,1162,학곡2리,127.75905,37.84005,580.9,80.4,18123.9,2509.5
1,250000100,56,265000830,2412,학곡지구입구,127.75887,37.84336,377.1,52.2,18501.0,2561.7
1,250000100,57,250001274,1083,장애인종합복지관,127.7554,37.84753,566.6,78.5,19067.6,2640.1
1,250000100,58,250002146,2123,석사극동A,127.75288,37.85121,496.8,68.8,19564.4,2708.9
1,250000100,59,250002139,2116,초록지붕A,127.75133,37.85329,272.4,37.7,19836.8,2746.6
1,250000100,60,250001527,1848,로데오거리,127.75067,37.85426,122.4,16.9,19959.2,2763.6
1,250000100,61,250002015,1658,여성가족연구원,127.74857,37.85616,287.7,39.8,20247.0,2803.4
1,250000100,62,250001385,1383,교육대학교,127.74647,37.85821,294.4,40.8,20541.3,2844.2
1,250000100,63,250002140,2117,석사사거리,127.74514,37.85961,194.6,26.9,20735.9,2871.1
1,250000100,64,250001546,1866,동보A,127.74218,37.86186,378.4,52.4,21114.3,2923.5
1,250000100,65,250002137,2114,석사A,127.73935,37.86293,276.1,38.2,21390.4,2961.7
1,250000100,66,250001752,1485,병무청앞,127.73517,37.86553,478.6,66.3,21869.1,3028.0
1,250000100,67,250002024,1666,양우A,127.73157,37.86795,421.0,58.3,22290.1,3086.3
1,250000100,68,250001276,1085,한국토지주택공사,127.72924,37.86929,257.8,35.7,22547.9,3122.0
1,250000100,69,250001627,1947,남부시장,127.72754,37.87013,176.0,24.4,22723.9,3146.4
1,250000100,70,250002028,1670,남부사거리,127.7246,37.87154,319.5,44.2,23043.4,3190.6
1,250000100,71,250001987,1632,모아엘가A,127.72193,37.87293,280.8,38.9,23324.1,3229.5
1,250000100,72,250001351,1158,춘천중학교정문,127.71805,37.874,367.4,50.9,23691.5,3280.4
1,250000100,73,250001352,1159,춘천중학교,127.71718,37.87484,359.2,49.7,24050.7,3330.1
1,250000100,74,250001348,1155,춘천초등학교,127.72098,37.87602,369.6,51.2,24420.3,3381.3
1,250000100,75,250001847,1745,중앙로입구,127.72415,37.87736,322.4,44.6,24742.7,3425.9
1,250000100,76,250001498,1819,명동입구,127.72629,37.87906,273.3,37.8,25016.0,3463.8
1,250000100,77,250002076,2053,M백화점,127.72915,37.87876,436.2,60.4,25452.2,3524.2
1,250000100,78,250001913,1560,육림고개,127.73047,37.87724,204.8,28.4,25657.1,3552.5
1,250000100,79,250001544,1864,동부시장,127.73348,37.8763,324.1,44.9,25981.2,3597.4
1,250000100,80,250001229,1038,중부지구대,127.73851,37.87533,488.1,67.6,26469.3,3665.0
1,250000100,81,250001677,1996,춘천청소년수련관,127.74071,37.87433,222.8,30.8,26692.2,3695.8
1,250000100,82,250001749,1482,강원대학병원,127.74424,37.8756,439.6,60.9,27131.7,3756.7
1,250000100,83,250002237,2214,푸른언덕공원,127.7463,37.87627,195.4,27.1,27327.1,3783.8
1,250000100,84,250001205,1014,후평중학교,127.74843,37.87723,215.4,29.8,27542.5,3813.6
1,250000100,85,250001785,1516,신한은행후평동지점,127.75049,37.87928,363.6,50.3,27906.1,3863.9
1,250000100,86,250001292,1101,포스코더샵A,127.74948,37.88067,181.9,25.2,28088.0,3889.1
1,250000100,87,250001278,1087,한국전력공사입구,127.74899,37.88349,366.4,50.7,28454.4,3939.8
1,250000100,88,250001506,1827,동광오거리,127.74958,37.8847,144.2,20.0,28598.6,3959.8
1,250000100,89,250001874,1772,정부합동청사,127.74964,37.88843,434.1,60.1,29032.6,4019.9
1,250000100,90,250001378,1377,기계공고,127.74911,37.89186,387.1,53.6,29419.7,4073.5
1,250000100,91,250001212,1021,후평동종점,127.74889,37.89333,164.6,22.8,29584.3,4096.3
1,250000100,92,265000805,2307,장학LH정문,127.75076,37.89657,512.7,71.0,30097.1,4167.3
1,250000100,93,250026831,2558,장학LH1단지,127.75261,37.89635,180.8,25.0,30277.9,4192.3
1,250000100,94,250026917,2642,강원고앞,127.75523,37.89519,921.2,127.6,31199.1,4319.9
1,250000100,95,265000792,2228,상공회의소,127.75267,37.89849,488.0,67.6,31687.1,4387.4
10,250001000,1,265000793,2227,상공회의소,127.75267,37.89832,0.0,0.0,0.0,0.0
10,250001000,2,250026779,2506,장학해온채A,127.75391,37.89731,214.1,29.6,214.1,29.6
10,250001000,3,250026778,2505,장학교차로,127.75555,37.89383,443.1,61.4,657.2,91.0
10,250001000,4,250001754,1487,강동농협장학지점,127.75321,37.89175,435.3,60.3,1092.5,151.3
10,250001000,5,250026617,2344,공단입구,127.74988,37.89102,324.5,44.9,1416.9,196.2
10,250001000,6,250001563,1883,도민일보,127.74479,37.89053,455.0,63.0,1871.9,259.2
10,250001000,7,250001540,1860,동산A,127.74217,37.88919,426.1,59.0,2298.0,318.2
10,250001000,8,250002229,2206,봉의A,127.74494,37.88674,365.2,50.6,2663.2,368.8
10,250001000,9,250002124,2101,세경3차,127.74411,37.88482,375.8,52.0,3039.0,420.8
10,250001000,10,250001547,1867,동보빌리지,127.74114,37.8838,294.3,40.7,3333.3,461.5
10,250001000,11,250002127,2104,한림대학교,127.7384,37.88355,249.1,34.5,3582.4,496.0
10,250001000,12,250001262,1071,향교,127.73466,37.8815,409.3,56.7,3991.7,552.7
10,250001000,13,250001358,1165,춘천시청별관,127.73269,37.88171,192.6,26.7,4184.3,579.4
10,250001000,14,250001746,1479,강원일보,127.72854,37.88254,440.8,61.0,4625.1,640.4
10,250001000,15,250002029,1671,명동입구,127.7267,37.87969,372.2,51.5,4997.2,691.9
10,250001000,16,250001848,1746,중앙시장/중앙초교,127.72505,37.87834,208.7,28.9,5206.0,720.8
10,250001000,17,250001202,1011,중앙로입구,127.72307,37.87703,234.7,32.5,5440.6,753.3
10,250001000,18,250001349,1156,춘천시보건소,127.72076,37.87617,231.5,32.1,5672.1,785.4
10,250001000,19,250001353,1160,춘천중학교,127.7177,37.87521,303.7,42.1,5975.8,827.4
10,250001000,20,250001350,1157,엘타워/미소지움,127.71702,37.87405,329.7,45.7,6305.5,873.1
10,250001000,21,250001986,1631,미소지움/방송대,127.72015,37.87331,286.7,39.7,6592.2,912.8
10,250001000,22,250002027,1669,약사롯데캐슬,127.72313,37.8721,302.4,41.9,6894.6,954.6
10,250001000,23,250001626,1946,남부시장,127.726,37.87062,302.9,41.9,7197.4,996.6
10,250001000,24,250026603,2335,수협,127.72789,37.86971,203.1,28.1,7400.6,1024.7
10,250001000,25,250002023,1665,양우A,127.7305,37.86833,283.1,39.2,7683.7,1063.9
10,250001000,26,250002239,2216,춘천지방법원,127.73416,37.86611,412.4,57.1,8096.1,1121.0
10,250001000,27,250001751,1484,춘천사회혁신센터,127.7363,37.86417,291.2,40.3,8387.3,1161.3
10,250001000,28,250002136,2113,석사A,127.73912,37.86279,290.8,40.3,8678.1,1201.6
10,250001000,29,250002148,2125,석사4거리,127.74329,37.86117,408.9,56.6,9087.0,1258.2
10,250001000,30,250002147,2124,석사교회,127.7446,37.85989,194.2,26.9,9281.3,1285.1
10,250001000,31,250001386,1384,교육대학교,127.7471,37.85718,372.5,51.6,9653.8,1336.7
10,250001000,32,250001526,1847,거두리부영A,127.75154,37.85551,477.0,66.0,10130.8,1402.7
10,250001000,33,250001717,1450,성우오스타A,127.75488,37.85605,309.6,42.9,10440.4,1445.6
10,250001000,34,250000004,1169,거두리주공A,127.75863,37.85665,335.8,46.5,10776.3,1492.1
10,250001000,35,250001744,1477,거두1리,127.76008,37.85949,501.5,69.4,11277.8,1561.5
10,250001000,36,250000005,1170,강원경찰청,127.75868,37.86252,370.8,51.3,11648.5,1612.9
10,250001000,37,250001644,1964,그랜드A,127.75627,37.86681,668.3,92.5,12316.9,1705.4
10,250001000,38,250002144,2121,석사대우A,127.75628,37.86906,250.2,34.6,12567.1,1740.1
10,250001000,39,250001418,1415,동아/청구A,127.75337,37.87015,397.1,55.0,12964.2,1795.0
10,250001000,40,250001203,1012,후평3동우체국,127.75277,37.87231,336.8,46.6,13301.0,1841.7
10,250001000,41,250002235,2212,보안사거리,127.75271,37.87502,301.4,41.7,13602.4,1883.4
10,250001000,42,250001804,1702,우미린후문,127.752,37.87723,266.6,36.9,13869.0,1920.3
10,250001000,43,250001785,1516,신한은행후평동지점,127.75049,37.87928,272.4,37.7,14141.4,1958.0
10,250001000,44,250001292,1101,포스코더샵A,127.74948,37.88067,181.9,25.2,14323.2,1983.2
10,250001000,45,250001278,1087,한국전력공사입구,127.74899,37.88349,366.4,50.7,14689.7,2034.0
10,250001000,46,250001506,1827,동광오거리,127.74958,37.8847,144.2,20.0,14833.9,2053.9
10,250001000,47,250001242,1051,춘천도매물류마트,127.751,37.88763,353.1,48.9,15187.0,2102.8
10,250001000,48,250001491,1812,문화주택,127.75179,37.88929,197.2,27.3,15384.2,2130.1
10,250001000,49,250001753,1486,강동농협장학지점,127.75348,37.89169,320.8,44.4,15705.0,2174.5
10,250001000,50,250026917,2642,강원고앞,127.75523,37.89519,575.0,79.6,16280.0,2254.2
10,250001000,51,265000792,2228,상공회의소,127.75267,37.89849,488.0,67.6,16767.9,2321.7
10월 01일,250001001,1,265000793,2227,상공회의소,127.75267,37.89832,0.0,0.0,0.0,0.0
10월 01일,250001001,2,250026779,2506,장학해온채A,127.75391,37.89731,214.1,29.6,214.1,29.6
10월 01일,250001001,3,250026778,2505,장학교차로,127.75555,37.89383,443.1,61.4,657.2,91.0
10월 01일,250001001,4,250001754,1487,강동농협장학지점,127.75321,37.89175,435.3,60.3,1092.5,151.3
10월 01일,250001001,5,250001562,1882,동광주유소,127.75181,37.88988,247.5,34.3,1340.0,185.5
10월 01일,250001001,6,250026602,2334,동광길입구,127.75105,37.88831,186.9,25.9,1526.8,211.4
10월 01일,250001001,7,250001505,1826,동광오거리,127.74955,37.88523,369.5,51.2,1896.3,262.6
10월 01일,250001001,8,250001277,1086,한국전력공사입구,127.74871,37.88346,210.2,29.1,2106.5,291.7
10월 01일,250001001,9,250001295,1104,포스코더샵A,127.7486,37.8815,232.0,32.1,2338.5,323.8
10월 01일,250001001,10,250001786,1517,충인교회,127.75001,37.87954,258.2,35.8,2596.6,359.5
10월 01일,250001001,11,250001805,1703,한국국토정보공사,127.75119,37.8779,215.6,29.9,2812.3,389.4
10월 01일,250001001,12,250002236,2213,보안사거리,127.75244,37.87539,318.1,44.0,3130.4,433.4
10월 01일,250001001,13,250001204,1013,부안주유소,127.7525,37.87252,319.1,44.2,3449.5,477.6
10월 01일,250001001,14,250001417,1414,청구/동아A,127.75355,37.86994,368.8,51.1,3818.3,528.7
10월 01일,250001001,15,250002141,2118,석사부영A,127.75602,37.86912,375.9,52.0,4194.3,580.7
10월 01일,250001001,16,250001964,1610,그랜드A,127.756,37.86691,245.7,34.0,4440.0,614.8
10월 01일,250001001,17,250000006,1171,강원경찰청,127.75841,37.86246,684.3,94.7,5124.3,709.5
10월 01일,250001001,18,250001745,1478,거두1리,127.75977,37.8595,357.1,49.4,5481.3,758.9
10월 01일,250001001,19,250026548,2284,호반베르디움,127.75938,37.85716,428.9,59.4,5910.2,818.3
10월 01일,250001001,20,250000003,1168,성우오스타A,127.75505,37.85641,389.6,53.9,6299.8,872.3
10월 01일,250001001,21,250001716,1449,거두리부영A,127.75209,37.85593,277.7,38.5,6577.5,910.7
10월 01일,250001001,22,250002015,1658,여성가족연구원,127.74857,37.85616,366.2,50.7,6943.7,961.4
10월 01일,250001001,23,250001385,1383,교육대학교,127.74647,37.85821,294.3,40.7,7238.1,1002.2
10월 01일,250001001,24,250002140,2117,석사사거리,127.74514,37.85961,194.6,26.9,7432.6,1029.1
10월 01일,250001001,25,250001546,1866,동보A,127.74218,37.86186,378.4,52.4,7811.0,1081.5
10월 01일,250001001,26,250002137,2114,석사A,127.73935,37.86293,276.0,38.2,8087.1,1119.8
10월 01일,250001001,27,250001752,1485,병무청앞,127.73517,37.86553,478.6,66.3,8565.7,1186.0
10월 01일,250001001,28,250002024,1666,양우A,127.73157,37.86795,421.0,58.3,8986.7,1244.3
10월 01일,250001001,29,250001276,1085,한국토지주택공사,127.72924,37.86929,257.7,35.7,9244.4,1280.0
10월 01일,250001001,30,250001627,1947,남부시장,127.72754,37.87013,176.0,24.4,9420.4,1304.4
10월 01일,250001001,31,250002028,1670,남부사거리,127.7246,37.87154,319.4,44.2,9739.9,1348.6
10월 01일,250001001,32,250001987,1632,모아엘가A,127.72193,37.87293,280.8,38.9,10020.6,1387.5
10월 01일,250001001,33,250001351,1158,춘천중학교정문,127.71805,37.874,367.3,50.9,10388.0,1438.3
10월 01일,250001001,34,250001352,1159,춘천중학교,127.71718,37.87484,359.2,49.7,10747.1,1488.1
10월 01일,250001001,35,250001348,1155,춘천초등학교,127.72098,37.87602,369.5,51.2,11116.6,1539.2
10월 01일,250001001,36,250001847,1745,중앙로입구,127.72415,37.87736,322.4,44.6,11439.0,1583.9
10월 01일,250001001,37,250001498,1819,명동입구,127.72629,37.87906,273.3,37.8,11712.3,1621.7
10월 01일,250001001,38,250001279,1088,한국은행,127.72865,37.88217,410.6,56.9,12123.0,1678.6
10월 01일,250001001,39,250001359,1166,춘천시청별관,127.73264,37.88151,479.9,66.4,12602.8,1745.0
10월 01일,250001001,40,250001263,1072,향교,127.73523,37.8817,259.1,35.9,12862.0,1780.9
10월 01일,250001001,41,250001275,1084,한림대학교,127.73737,37.8831,246.9,34.2,13108.9,1815.1
10월 01일,250001001,42,250001548,1868,동보빌리지,127.74144,37.88358,370.4,51.3,13479.3,1866.4
10월 01일,250001001,43,250002125,2102,세경3차,127.7437,37.88438,220.6,30.5,13699.9,1896.9
10월 01일,250001001,44,250001686,2005,농협후석로지점,127.7458,37.88628,340.1,47.1,14040.0,1944.0
10월 01일,250001001,45,250002230,2207,봉의A,127.74418,37.88773,215.0,29.8,14254.9,1973.8
10월 01일,250001001,46,250001541,1861,소방서,127.74245,37.88925,227.2,31.5,14482.1,2005.2
10월 01일,250001001,47,250001564,1884,도민일보,127.74313,37.89017,283.7,39.3,14765.8,2044.5
10월 01일,250001001,48,250001375,1374,기계공고,127.74669,37.89051,314.7,43.6,15080.6,2088.1
10월 01일,250001001,49,250026618,2345,공단입구,127.74999,37.89084,296.1,41.0,15376.6,2129.1
10월 01일,250001001,50,250001753,1486,강동농협장학지점,127.75348,37.89169,328.4,45.5,15705.1,2174.6
10월 01일,250001001,51,250026917,2642,강원고앞,127.75523,37.89519,575.0,79.6,16280.0,2254.2
10월 01일,250001001,52,265000792,2228,상공회의소,127.75267,37.89849,488.0,67.6,16768.0,2321.7
10-S,250001002,1,265000793,2227,상공회의소,127.75267,37.89832,0.0,0.0,0.0,0.0
10-S,250001002,2,250026779,2506,장학해온채A,127.75391,37.89731,214.1,29.6,214.1,29.6
10-S,250001002,3,250026778,2505,장학교차로,127.75555,37.89383,443.1,61.4,657.2,91.0
10-S,250001002,4,250001754,1487,강동농협장학지점,127.75321,37.89175,435.2,60.3,1092.4,151.3
10-S,250001002,5,250026617,2344,공단입구,127.74988,37.89102,324.4,44.9,1416.9,196.2
10-S,250001002,6,250001563,1883,도민일보,127.74479,37.89053,454.9,63.0,1871.8,259.2
10-S,250001002,7,250001540,1860,동산A,127.74217,37.88919,426.0,59.0,2297.9,318.2
10-S,250001002,8,250002229,2206,봉의A,127.74494,37.88674,365.2,50.6,2663.1,368.7
10-S,250001002,9,250002124,2101,세경3차,127.74411,37.88482,375.8,52.0,3038.9,420.8
10-S,250001002,10,250001547,1867,동보빌리지,127.74114,37.8838,294.3,40.7,3333.2,461.5
10-S,250001002,11,250002127,2104,한림대학교,127.7384,37.88355,249.1,34.5,3582.2,496.0
10-S,250001002,12,250001262,1071,향교,127.73466,37.8815,409.3,56.7,3991.5,552.7
10-S,250001002,13,250001358,1165,춘천시청별관,127.73269,37.88171,192.6,26.7,4184.1,579.3
10-S,250001002,14,250001746,1479,강원일보,127.72854,37.88254,440.7,61.0,4624.9,640.4
10-S,250001002,15,250002029,1671,명동입구,127.7267,37.87969,372.2,51.5,4997.0,691.9
10-S,250001002,16,250001848,1746,중앙시장/중앙초교,127.72505,37.87834,208.7,28.9,5205.7,720.8
10-S,250001002,17,250001202,1011,중앙로입구,127.72307,37.87703,234.6,32.5,5440.4,753.3
10-S,250001002,18,250001349,1156,춘천시보건소,127.72076,37.87617,231.5,32.1,5671.9,785.3
10-S,250001002,19,250001353,1160,춘천중학교,127.7177,37.87521,303.6,42.0,5975.5,827.4
10-S,250001002,20,250001350,1157,엘타워/미소지움,127.71702,37.87405,329.6,45.6,6305.2,873.0
10-S,250001002,21,250001986,1631,미소지움/방송대,127.72015,37.87331,286.7,39.7,6591.9,912.7
10-S,250001002,22,250002027,1669,약사롯데캐슬,127.72313,37.8721,302.3,41.9,6894.2,954.6
10-S,250001002,23,250001626,1946,남부시장,127.726,37.87062,302.9,41.9,7197.1,996.5
10-S,250001002,24,250026603,2335,수협,127.72789,37.86971,203.1,28.1,7400.2,1024.6
10-S,250001002,25,250002023,1665,양우A,127.7305,37.86833,283.1,39.2,7683.4,1063.9
10-S,250001002,26,250002239,2216,춘천지방법원,127.73416,37.86611,412.3,57.1,8095.7,1120.9
10-S,250001002,27,250001751,1484,춘천사회혁신센터,127.7363,37.86417,291.2,40.3,8386.9,1161.3
10-S,250001002,28,250002136,2113,석사A,127.73912,37.86279,290.8,40.3,8677.7,1201.5
10-S,250001002,29,250002148,2125,석사4거리,127.74329,37.86117,408.9,56.6,9086.6,1258.1
10-S,250001002,30,250002147,2124,석사교회,127.7446,37.85989,194.2,26.9,9280.8,1285.0
10-S,250001002,31,250001386,1384,교육대학교,127.7471,37.85718,372.5,51.6,9653.4,1336.6
10-S,250001002,32,250001526,1847,거두리부영A,127.75154,37.85551,477.0,66.0,10130.3,1402.7
10-S,250001002,33,250001717,1450,성우오스타A,127.75488,37.85605,309.6,42.9,10440.0,1445.5
10-S,250001002,34,250000004,1169,거두리주공A,127.75863,37.85665,335.8,46.5,10775.8,1492.0
10-S,250001002,35,250001744,1477,거두1리,127.76008,37.85949,501.5,69.4,11277.2,1561.5
10-S,250001002,36,250000005,1170,강원경찰청,127.75868,37.86252,370.8,51.3,11648.0,1612.8
10-S,250001002,37,250001644,1964,그랜드A,127.75627,37.86681,668.3,92.5,12316.3,1705.3
10-S,250001002,38,250002144,2121,석사대우A,127.75628,37.86906,250.2,34.6,12566.5,1740.0
10-S,250001002,39,250001418,1415,동아/청구A,127.75337,37.87015,397.1,55.0,12963.6,1795.0
10-S,250001002,40,250001203,1012,후평3동우체국,127.75277,37.87231,336.8,46.6,13300.4,1841.6
10-S,250001002,41,250002235,2212,보안사거리,127.75271,37.87502,301.4,41.7,13601.8,1883.3
10-S,250001002,42,250001804,1702,우미린후문,127.752,37.87723,266.6,36.9,13868.4,1920.2
10-S,250001002,43,250001785,1516,신한은행후평동지점,127.75049,37.87928,272.4,37.7,14140.8,1958.0
10-S,250001002,44,250001259,1068,후평현대3차,127.75165,37.8808,298.2,41.3,14439.0,1999.2
10-S,250001002,45,250026690,2417,만천주공A,127.75937,37.88423,781.9,108.3,15220.8,2107.5
10-S,250001002,46,250026920,2645,춘천여고앞,127.76172,37.88615,343.4,47.5,15564.2,2155.0
10-S,250001002,47,250026919,2644,아이파크A,127.75754,37.89054,614.4,85.1,16178.6,2240.1
10-S,250001002,48,250026917,2642,강원고앞,127.75523,37.89519,580.5,80.4,16759.1,2320.5
10-S,250001002,49,265000700,2507,장학해온채A,127.75381,37.89828,381.1,52.8,17140.2,2373.3
10-S,250001002,50,250001363,1362,춘천한샘고등학교,127.7511,37.92521,3189.1,441.6,20329.3,2814.8
100,250010000,1,250001211,1020,후평동종점,127.74865,37.89326,0.0,0.0,0.0,0.0
100,250010000,2,250026618,2345,공단입구,127.74999,37.89084,348.6,48.3,348.6,48.3
100,250010000,3,250001753,1486,강동농협장학지점,127.75348,37.89169,328.4,45.5,677.0,93.7
100,250010000,4,250026917,2642,강원고앞,127.75523,37.89519,574.9,79.6,1251.9,173.3
100,250010000,5,265000700,2507,장학해온채A,127.75381,37.89828,381.1,52.8,1633.0,226.1
100,250010000,6,250026916,2641,장학17리입구,127.75303,37.9049,789.0,109.2,2422.0,335.4
100,250010000,7,250026894,2619,우두사거리,127.74152,37.90713,1251.4,173.3,3673.5,508.6
100,250010000,8,250026542,2277,우두사거리,127.73859,37.90711,265.7,36.8,3939.2,545.4
100,250010000,9,250027006,2731,우두택지,127.73529,37.90708,289.6,40.1,4228.8,585.5
100,250010000,10,250026540,2275,농산물도매시장,127.72826,37.90705,629.1,87.1,4857.9,672.6
100,250010000,11,250002110,2087,소양중학교,127.72503,37.90511,502.4,69.6,5360.3,742.2
100,250010000,12,250001533,1853,두미르A,127.72741,37.90263,345.9,47.9,5706.2,790.1
100,250010000,13,250002121,2098,사우사거리,127.72837,37.89996,384.5,53.2,6090.7,843.3
100,250010000,14,250026550,2286,소양강처녀상,127.72589,37.89369,804.0,111.3,6894.7,954.7
100,250010000,15,265000834,2441,참전유공자기념탑,127.71943,37.89094,680.1,94.2,7574.8,1048.8
100,250010000,16,250026646,2373,평화공원,127.71778,37.8891,250.7,34.7,7825.5,1083.5
100,250010000,17,265000701,1961,춘천역육교앞,127.71534,37.88479,556.1,77.0,8381.5,1160.5
100,250010000,18,250001643,1963,청와A,127.71342,37.88145,424.5,58.8,8806.0,1219.3
100,250010000,19,250026649,2376,부강연립,127.71178,37.87847,361.2,50.0,9167.3,1269.3
100,250010000,20,250001683,2002,공지천사거리,127.71475,37.8741,708.2,98.1,9875.5,1367.4
100,250010000,21,250001350,1157,엘타워/미소지움,127.71702,37.87405,223.8,31.0,10099.3,1398.4
100,250010000,22,250001986,1631,미소지움/방송대,127.72015,37.87331,286.7,39.7,10386.0,1438.1
100,250010000,23,265000677,1050,온의롯데캐슬,127.71853,37.8693,694.9,96.2,11080.9,1534.3
100,250010000,24,250001989,1634,온의금호1차,127.71586,37.86871,329.5,45.6,11410.4,1579.9
100,250010000,25,250001985,1630,럭키A,127.71825,37.86652,327.2,45.3,11737.6,1625.2
100,250010000,26,250026549,2285,남춘천역,127.7231,37.86385,545.1,75.5,12282.7,1700.7
100,250010000,27,250026582,2318,케이티앤지,127.72742,37.86148,475.8,65.9,12758.5,1766.6
100,250010000,28,250001325,1132,퇴계우성A,127.7301,37.86001,297.7,41.2,13056.2,1807.8
