노선번호,노선,정류장순서,정류장,정류장 번호,정류장명,경도,위도,이전정류장과_노선거리_m,구간이동시간_초,누적노선거리_m,누적예상시간_초
남산5(남산501),250052400,24,250001443,1440,방곡리,127.63758,37.80281,366.5,50.7,16301.3,2257.1
남산5(남산501),250052400,25,250001450,1781,방곡1리,127.63871,37.80073,295.7,40.9,16597.0,2298.0
남산5(남산501),250052400,26,250001448,1779,방곡1리,127.63972,37.7977,348.5,48.3,16945.5,2346.3
남산5(남산501),250052400,27,265000808,2273,방곡2리입구,127.64034,37.79378,524.7,72.7,17470.2,2419.0
남산5(남산501),250052400,28,250001444,1441,방곡2리회관,127.63589,37.79138,497.8,68.9,17968.1,2487.9
남산5(남산501),250052400,29,250001446,1777,방곡2리종점,127.62936,37.78827,761.9,105.5,18729.9,2593.4
남산5(남산501),250052400,30,250026746,2473,방곡2리종점,127.62929,37.78812,32.6,4.5,18762.5,2597.9
남산5(남산501),250052400,31,250026855,2582,방곡2리,127.63286,37.78883,352.2,48.8,19114.7,2646.7
남산5(남산501),250052400,32,250001445,1442,방곡2리회관,127.63589,37.79124,414.6,57.4,19529.3,2704.1
남산5(남산501),250052400,33,265000809,2280,방곡2리입구,127.64044,37.79372,510.0,70.6,20039.3,2774.7
남산5(남산501),250052400,34,250001451,1782,방곡1리,127.63992,37.7978,526.5,72.9,20565.8,2847.6
남산5(남산501),250052400,35,250001449,1780,방곡1리,127.63895,37.80055,318.4,44.1,20884.2,2891.7
남산5(남산501),250052400,36,250001442,1439,방곡리,127.63774,37.80283,303.2,42.0,21187.4,2933.6
남산5(남산501),250052400,37,250026570,2306,강촌역입구,127.63673,37.80601,369.0,51.1,21556.4,2984.7
남산5(남산501),250052400,38,250001428,1425,강촌1리회관,127.6367,37.80815,243.4,33.7,21799.8,3018.4
남산5(남산501),250052400,39,250001656,1975,강촌1리마을,127.63644,37.81024,236.8,32.8,22036.6,3051.2
남산5(남산501),250052400,40,250026965,2690,강촌노래비,127.63413,37.81365,475.5,65.8,22512.0,3117.0
남산5(남산501),250052400,41,265000884,2815,강촌3리,127.61649,37.82554,2117.0,293.1,24629.1,3410.2
남산5(남산501),250052400,42,265000845,2510,옛백양리역,127.61243,37.8278,437.0,60.5,25066.1,3470.7
남산5(남산501),250052400,43,265000843,2501,오양골길,127.60908,37.82852,308.3,42.7,25374.4,3513.4
남산5(남산501),250052400,44,250026560,2296,백양리역,127.58889,37.83118,1801.3,249.4,27175.7,3762.8
남산5(남산501),250052400,45,250026851,2578,서천리주명교,127.5529,37.84344,3516.1,486.8,30691.8,4249.6
남산5(남산501),250052400,46,250000993,1177,서천리입구,127.55189,37.84082,321.1,44.5,31012.9,4294.1
남산5(남산501),250052400,47,250002157,2134,서천1리,127.55259,37.83858,256.8,35.6,31269.7,4329.7
남산5(남산501),250052400,48,250026693,2420,서천분교,127.55548,37.83581,401.2,55.6,31670.9,4385.2
남산5(남산501),250052400,49,250026563,2299,굴봉산역,127.55742,37.83217,456.0,63.1,32126.9,4448.3
남산5(남산501),250052400,50,250002246,2223,백양리,127.56001,37.82779,555.8,77.0,32682.7,4525.3
남산5(남산501),250052400,51,250002248,2225,백양1리,127.56267,37.82401,494.2,68.4,33176.9,4593.7
남산5(남산501),250052400,52,250026612,1301,백양1리,127.56498,37.81896,640.0,88.6,33817.0,4682.4
남산5(남산501),250052400,53,250001131,1299,백양2리,127.56966,37.81617,519.8,72.0,34336.8,4754.3
남산5(남산501),250052400,54,250001130,1298,백양2리,127.57298,37.81399,379.8,52.6,34716.6,4806.9
남산5(남산501),250052400,55,250026729,2456,백양리종점,127.57322,37.81033,554.9,76.8,35271.5,4883.7
남산5(남산501),250052400,56,250026982,2707,백양2리3반,127.5756,37.80226,1037.5,143.7,36309.1,5027.4
남산5(남산501),250052400,57,250026984,2709,백양2리종점,127.58239,37.79485,1045.7,144.8,37354.7,5172.2
남산5(남산501),250052400,58,250026985,2710,백양2리종점,127.58257,37.79466,63.8,8.8,37418.6,5181.0
남산5(남산501),250052400,59,250026983,2708,백양2리3반,127.57575,37.80221,1062.9,147.2,38481.4,5328.2
남산5(남산501),250052400,60,250002243,2220,백양리종점,127.57332,37.81025,1037.0,143.6,39518.5,5471.8
남산5(남산501),250052400,61,250001129,1297,백양2리,127.57308,37.81409,567.8,78.6,40086.2,5550.4
남산5(남산501),250052400,62,250001132,1300,백양2리,127.56954,37.81652,414.9,57.4,40501.1,5607.8
남산5(남산501),250052400,63,250002249,2226,백양1리,127.5628,37.82413,1128.7,156.3,41629.8,5764.1
남산5(남산501),250052400,64,250002247,2224,백양리,127.56019,37.82784,480.6,66.5,42110.4,5830.7
남산5(남산501),250052400,65,250026562,2298,굴봉산역,127.55758,37.83206,544.7,75.4,42655.2,5906.1
남산5(남산501),250052400,66,250026694,2421,서천분교,127.55529,37.83623,520.1,72.0,43175.2,5978.1
남산5(남산501),250052400,67,250002158,2135,서천1리,127.55291,37.83854,333.1,46.1,43508.3,6024.2
남산5(남산501),250052400,68,250002155,2132,서천리,127.55209,37.84087,273.7,37.9,43782.0,6062.1
남산5(남산501),250052400,69,250026561,2297,백양리역,127.58832,37.83113,3773.0,522.4,47554.9,6584.5
남산5(남산501),250052400,70,265000844,2502,오양골길,127.60909,37.82838,1854.0,256.7,49408.9,6841.2
남산5(남산501),250052400,71,265000846,2511,옛백양리역,127.6124,37.82767,307.1,42.5,49716.0,6883.8
남산5(남산501),250052400,72,265000885,2816,강촌3리,127.61634,37.82546,426.4,59.0,50142.4,6942.8
남산5(남산501),250052400,73,250001657,1976,강촌1리마을,127.63629,37.80991,2624.3,363.4,52766.6,7306.1
남산5(남산501),250052400,74,250001429,1426,창촌중학교,127.63654,37.80813,200.5,27.8,52967.2,7333.9
남산5(남산501),250052400,75,250026569,2305,강촌역입구,127.63655,37.80598,249.3,34.5,53216.4,7368.4
남산5(남산501),250052400,76,250001443,1440,방곡리,127.63758,37.80281,366.5,50.7,53582.9,7419.2
남산5(남산501),250052400,77,250001450,1781,방곡1리,127.63871,37.80073,295.7,40.9,53878.6,7460.1
남산5(남산501),250052400,78,250001448,1779,방곡1리,127.63972,37.7977,348.5,48.3,54227.1,7508.4
남산5(남산501),250052400,79,250001452,1783,방곡1리,127.64221,37.79497,398.0,55.1,54625.1,7563.5
남산5(남산501),250052400,80,250001625,1945,남산면행복센터,127.64604,37.7914,566.7,78.5,55191.8,7641.9
남산5(남산501),250052400,81,250001795,1693,창촌1리,127.64697,37.78944,236.0,32.7,55427.8,7674.6
남산5(남산501),250052400,82,250001793,1524,창촌3거리,127.64811,37.78718,285.1,39.5,55712.8,7714.1
남산5(남산501),250052400,83,250026670,2397,창촌2리입구,127.64527,37.78526,432.1,59.8,56144.9,7773.9
남산5(남산501),250052400,84,250001451,1782,방곡1리,127.63992,37.7978,1619.6,224.3,57764.5,7998.2
남산5(남산501),250052400,85,250001449,1780,방곡1리,127.63895,37.80055,318.4,44.1,58082.8,8042.2
남산5(남산501),250052400,86,250001442,1439,방곡리,127.63774,37.80283,303.2,42.0,58386.1,8084.2
남산5(남산501),250052400,87,250026570,2306,강촌역입구,127.63673,37.80601,369.0,51.1,58755.1,8135.3
남산5(남산501),250052400,88,250001428,1425,강촌1리회관,127.6367,37.80815,243.4,33.7,58998.5,8169.0
남산5(남산501),250052400,89,250001656,1975,강촌1리마을,127.63644,37.81024,236.8,32.8,59235.3,8201.8
남산5(남산501),250052400,90,250001731,1464,강촌유원지,127.63362,37.81367,461.6,63.9,59696.9,8265.7
남산5(남산501),250052400,91,250001529,1850,등선폭포,127.66073,37.82477,3101.9,429.5,62798.8,8695.2
남산5(남산501),250052400,92,250001565,1885,덕두원3리,127.67011,37.82716,872.7,120.8,63671.5,8816.1
남산5(남산501),250052400,93,250026805,2532,의암리입구,127.68102,37.82781,1187.6,164.4,64859.1,8980.5
남산5(남산501),250052400,94,250001302,1109,팔미1리,127.70438,37.82154,2353.7,325.9,67212.8,9306.4
남산5(남산501),250052400,95,250026821,2548,팔미1리,127.71044,37.82934,1076.6,149.1,68289.4,9455.5
남산5(남산501),250052400,96,250001339,1146,칠전동고개,127.71411,37.83656,887.3,122.9,69176.7,9578.3
남산5(남산501),250052400,97,250001341,1148,칠전동사거리,127.7145,37.84141,551.9,76.4,69728.6,9654.7
남산5(남산501),250052400,98,250001521,1842,가압펌프장,127.71518,37.8538,1425.9,197.4,71154.6,9852.2
남산5(남산501),250052400,99,250002252,2229,배나무골,127.71747,37.85986,746.2,103.3,71900.7,9955.5
남산5(남산501),250052400,100,250002080,2057,시외버스터미널,127.71991,37.86372,486.2,67.3,72386.9,10022.8
남산5(남산501),250052400,101,250001983,1628,온의사거리,127.72144,37.86576,278.8,38.6,72665.8,10061.4
남산5(남산501),250052400,102,250001855,1753,KBS방송국,127.72304,37.86791,282.3,39.1,72948.0,10100.5
남산5(남산501),250052400,103,250002028,1670,남부사거리,127.7246,37.87154,489.4,67.8,73437.4,10168.3
남산5(남산501),250052400,104,250001987,1632,모아엘가A,127.72193,37.87293,280.9,38.9,73718.3,10207.1
남산5(남산501),250052400,105,250001348,1155,춘천초등학교,127.72098,37.87602,515.4,71.4,74233.7,10278.5
남산5(남산501),250052400,106,250001847,1745,중앙로입구,127.72415,37.87736,322.6,44.7,74556.3,10323.2
남산5(남산501),250052400,107,265000721,1094,중앙시장입구,127.72459,37.87816,111.6,15.5,74667.8,10338.6
남산5(남산502),250052401,1,250027098,1095,중앙시장입구,127.72437,37.87807,0.0,0.0,0.0,0.0
남산5(남산502),250052401,2,250001202,1011,중앙로입구,127.72307,37.87703,214.1,29.6,214.1,29.6
남산5(남산502),250052401,3,250001349,1156,춘천시보건소,127.72076,37.87617,231.7,32.1,445.8,61.7
남산5(남산502),250052401,4,250002027,1669,약사롯데캐슬,127.72313,37.8721,631.2,87.4,1077.0,149.1
남산5(남산502),250052401,5,250001266,1075,춘천경찰서,127.72473,37.87064,290.6,40.2,1367.6,189.4
남산5(남산502),250052401,6,250001854,1752,KBS방송국,127.72287,37.86819,317.6,44.0,1685.3,233.3
남산5(남산502),250052401,7,250002081,2058,시외버스터미널,127.71988,37.86418,534.4,74.0,2219.7,307.3
남산5(남산502),250052401,8,250002253,2230,배나무골,127.71709,37.85983,566.8,78.5,2786.5,385.8
남산5(남산502),250052401,9,250001522,1843,가압펌프장,127.71464,37.85511,581.7,80.5,3368.2,466.4
남산5(남산502),250052401,10,250001782,1513,88공원,127.7152,37.85243,312.1,43.2,3680.3,509.6
남산5(남산502),250052401,11,250001340,1147,칠전동,127.71413,37.84246,1142.0,158.1,4822.3,667.7
남산5(남산502),250052401,12,250001338,1145,칠전동고개,127.71363,37.83625,735.9,101.9,5558.2,769.6
남산5(남산502),250052401,13,265000810,2364,봄봄유치원,127.71246,37.83366,305.9,42.4,5864.1,812.0
남산5(남산502),250052401,14,250026803,2530,팔미1리,127.71026,37.82982,484.0,67.0,6348.1,879.0
남산5(남산502),250052401,15,250001298,1105,팔미쉼터,127.7039,37.82165,1169.3,161.9,7517.4,1040.9
남산5(남산502),250052401,16,250026804,2531,의암리입구,127.68199,37.8273,2175.8,301.3,9693.2,1342.1
남산5(남산502),250052401,17,250001899,1546,의암교차로,127.67112,37.82808,1189.8,164.7,10883.0,1506.9
남산5(남산502),250052401,18,250002105,2082,등선폭포주차장,127.66628,37.82595,491.8,68.1,11374.8,1575.0
남산5(남산502),250052401,19,250001530,1851,등선폭포,127.66041,37.82496,527.4,73.0,11902.2,1648.0
남산5(남산502),250052401,20,250001732,1465,강촌유원지,127.63349,37.81359,3092.2,428.2,14994.5,2076.2
남산5(남산502),250052401,21,250001657,1976,강촌1리마을,127.63629,37.80991,490.5,67.9,15484.9,2144.1
남산5(남산502),250052401,22,250001429,1426,창촌중학교,127.63654,37.80813,200.5,27.8,15685.5,2171.8
남산5(남산502),250052401,23,250026569,2305,강촌역입구,127.63655,37.80598,249.3,34.5,15934.7,2206.3
남산5(남산502),250052401,24,250001443,1440,방곡리,127.63758,37.80281,366.5,50.7,16301.2,2257.1
남산5(남산502),250052401,25,250001450,1781,방곡1리,127.63871,37.80073,295.7,40.9,16596.9,2298.0
남산5(남산502),250052401,26,250001448,1779,방곡1리,127.63972,37.7977,348.5,48.3,16945.4,2346.3
남산5(남산502),250052401,27,250026671,2398,창촌2리입구,127.6453,37.78511,1609.1,222.8,18554.6,2569.1
남산5(남산502),250052401,28,250001792,1523,창촌3거리,127.64823,37.7873,429.1,59.4,18983.7,2628.5
남산5(남산502),250052401,29,250001794,1525,창촌1리,127.6471,37.78958,292.0,40.4,19275.6,2668.9
남산5(남산502),250052401,30,250001624,1944,남산면행복센터,127.64612,37.79152,232.8,32.2,19508.4,2701.2
남산5(남산502),250052401,31,250001447,1778,방곡1리,127.64243,37.79498,544.2,75.4,20052.7,2776.5
남산5(남산502),250052401,32,250001451,1782,방곡1리,127.63992,37.7978,425.9,59.0,20478.5,2835.5
남산5(남산502),250052401,33,250001449,1780,방곡1리,127.63895,37.80055,318.4,44.1,20796.9,2879.6
남산5(남산502),250052401,34,250001442,1439,방곡리,127.63774,37.80283,303.2,42.0,21100.1,2921.6
남산5(남산502),250052401,35,250026570,2306,강촌역입구,127.63673,37.80601,369.0,51.1,21469.2,2972.7
남산5(남산502),250052401,36,250001428,1425,강촌1리회관,127.6367,37.80815,243.4,33.7,21712.5,3006.3
남산5(남산502),250052401,37,250001656,1975,강촌1리마을,127.63644,37.81024,236.8,32.8,21949.3,3039.1
남산5(남산502),250052401,38,250026965,2690,강촌노래비,127.63413,37.81365,475.5,65.8,22424.8,3105.0
남산5(남산502),250052401,39,265000884,2815,강촌3리,127.61649,37.82554,2117.0,293.1,24541.8,3398.1
남산5(남산502),250052401,40,265000845,2510,옛백양리역,127.61243,37.8278,437.0,60.5,24978.8,3458.6
남산5(남산502),250052401,41,265000843,2501,오양골길,127.60908,37.82852,308.3,42.7,25287.1,3501.3
남산5(남산502),250052401,42,250026560,2296,백양리역,127.58889,37.83118,1801.3,249.4,27088.4,3750.7
남산5(남산502),250052401,43,250026851,2578,서천리주명교,127.5529,37.84344,3516.1,486.8,30604.5,4237.5
남산5(남산502),250052401,44,250000993,1177,서천리입구,127.55189,37.84082,321.1,44.5,30925.6,4282.0
남산5(남산502),250052401,45,250002157,2134,서천1리,127.55259,37.83858,256.8,35.6,31182.4,4317.6
남산5(남산502),250052401,46,250026693,2420,서천분교,127.55548,37.83581,401.2,55.6,31583.6,4373.1
남산5(남산502),250052401,47,250026563,2299,굴봉산역,127.55742,37.83217,456.0,63.1,32039.6,4436.3
남산5(남산502),250052401,48,250002246,2223,백양리,127.56001,37.82779,555.8,77.0,32595.4,4513.2
남산5(남산502),250052401,49,250002248,2225,백양1리,127.56267,37.82401,494.2,68.4,33089.6,4581.6
남산5(남산502),250052401,50,250026612,1301,백양1리,127.56498,37.81896,640.0,88.6,33729.6,4670.3
남산5(남산502),250052401,51,250001131,1299,백양2리,127.56966,37.81617,519.8,72.0,34249.4,4742.2
남산5(남산502),250052401,52,250001130,1298,백양2리,127.57298,37.81399,379.8,52.6,34629.2,4794.8
남산5(남산502),250052401,53,250026729,2456,백양리종점,127.57322,37.81033,554.9,76.8,35184.2,4871.7
남산5(남산502),250052401,54,250026982,2707,백양2리3반,127.5756,37.80226,1037.5,143.7,36221.7,5015.3
남산5(남산502),250052401,55,250026984,2709,백양2리종점,127.58239,37.79485,1045.7,144.8,37267.4,5160.1
남산5(남산502),250052401,56,250026985,2710,백양2리종점,127.58257,37.79466,63.8,8.8,37331.2,5168.9
남산5(남산502),250052401,57,250026983,2708,백양2리3반,127.57575,37.80221,1062.9,147.2,38394.1,5316.1
남산5(남산502),250052401,58,250002243,2220,백양리종점,127.57332,37.81025,1037.0,143.6,39431.1,5459.7
남산5(남산502),250052401,59,250001129,1297,백양2리,127.57308,37.81409,567.8,78.6,39998.9,5538.3
남산5(남산502),250052401,60,250001132,1300,백양2리,127.56954,37.81652,414.8,57.4,40413.7,5595.7
남산5(남산502),250052401,61,250002249,2226,백양1리,127.5628,37.82413,1128.7,156.3,41542.4,5752.0
남산5(남산502),250052401,62,250002247,2224,백양리,127.56019,37.82784,480.6,66.5,42023.1,5818.6
남산5(남산502),250052401,63,250026562,2298,굴봉산역,127.55758,37.83206,544.7,75.4,42567.8,5894.0
남산5(남산502),250052401,64,250026694,2421,서천분교,127.55529,37.83623,520.1,72.0,43087.8,5966.0
남산5(남산502),250052401,65,250002158,2135,서천1리,127.55291,37.83854,333.1,46.1,43421.0,6012.1
남산5(남산502),250052401,66,250002155,2132,서천리,127.55209,37.84087,273.7,37.9,43694.6,6050.0
남산5(남산502),250052401,67,250026561,2297,백양리역,127.58832,37.83113,3772.9,522.4,47467.5,6572.4
남산5(남산502),250052401,68,265000844,2502,오양골길,127.60909,37.82838,1853.9,256.7,49321.5,6829.1
남산5(남산502),250052401,69,265000846,2511,옛백양리역,127.6124,37.82767,307.1,42.5,49628.6,6871.7
남산5(남산502),250052401,70,265000885,2816,강촌3리,127.61634,37.82546,426.3,59.0,50054.9,6930.7
남산5(남산502),250052401,71,250001657,1976,강촌1리마을,127.63629,37.80991,2624.2,363.4,52679.2,7294.0
남산5(남산502),250052401,72,250001429,1426,창촌중학교,127.63654,37.80813,200.5,27.8,52879.7,7321.8
남산5(남산502),250052401,73,250026569,2305,강촌역입구,127.63655,37.80598,249.3,34.5,53129.0,7356.3
남산5(남산502),250052401,74,250001443,1440,방곡리,127.63758,37.80281,366.5,50.7,53495.5,7407.1
남산5(남산502),250052401,75,250001450,1781,방곡1리,127.63871,37.80073,295.7,40.9,53791.2,7448.0
남산5(남산502),250052401,76,250001448,1779,방곡1리,127.63972,37.7977,348.5,48.3,54139.7,7496.3
남산5(남산502),250052401,77,250001452,1783,방곡1리,127.64221,37.79497,398.0,55.1,54537.7,7551.4
남산5(남산502),250052401,78,250001625,1945,남산면행복센터,127.64604,37.7914,566.7,78.5,55104.3,7629.8
남산5(남산502),250052401,79,250001795,1693,창촌1리,127.64697,37.78944,236.0,32.7,55340.3,7662.5
남산5(남산502),250052401,80,250001793,1524,창촌3거리,127.64811,37.78718,285.1,39.5,55625.4,7702.0
남산5(남산502),250052401,81,250026670,2397,창촌2리입구,127.64527,37.78526,432.0,59.8,56057.4,7761.8
남산5(남산502),250052401,82,250001451,1782,방곡1리,127.63992,37.7978,1619.6,224.3,57677.0,7986.0
남산5(남산502),250052401,83,250001449,1780,방곡1리,127.63895,37.80055,318.4,44.1,57995.4,8030.1
남산5(남산502),250052401,84,250001442,1439,방곡리,127.63774,37.80283,303.2,42.0,58298.6,8072.1
남산5(남산502),250052401,85,250026570,2306,강촌역입구,127.63673,37.80601,369.0,51.1,58667.6,8123.2
남산5(남산502),250052401,86,250001428,1425,강촌1리회관,127.6367,37.80815,243.4,33.7,58911.0,8156.9
남산5(남산502),250052401,87,250001656,1975,강촌1리마을,127.63644,37.81024,236.8,32.8,59147.8,8189.7
남산5(남산502),250052401,88,250001731,1464,강촌유원지,127.63362,37.81367,461.6,63.9,59609.4,8253.6
남산5(남산502),250052401,89,250001529,1850,등선폭포,127.66073,37.82477,3101.9,429.5,62711.3,8683.1
남산5(남산502),250052401,90,250001565,1885,덕두원3리,127.67011,37.82716,872.7,120.8,63584.0,8803.9
남산5(남산502),250052401,91,250026805,2532,의암리입구,127.68102,37.82781,1187.6,164.4,64771.6,8968.4
남산5(남산502),250052401,92,250001302,1109,팔미1리,127.70438,37.82154,2353.6,325.9,67125.3,9294.3
남산5(남산502),250052401,93,250026821,2548,팔미1리,127.71044,37.82934,1076.6,149.1,68201.9,9443.3
남산5(남산502),250052401,94,250001339,1146,칠전동고개,127.71411,37.83656,887.3,122.9,69089.2,9566.2
남산5(남산502),250052401,95,250001341,1148,칠전동사거리,127.7145,37.84141,551.9,76.4,69641.1,9642.6
남산5(남산502),250052401,96,250001521,1842,가압펌프장,127.71518,37.8538,1425.9,197.4,71067.0,9840.0
남산5(남산502),250052401,97,250002252,2229,배나무골,127.71747,37.85986,746.1,103.3,71813.2,9943.4
남산5(남산502),250052401,98,250002080,2057,시외버스터미널,127.71991,37.86372,486.2,67.3,72299.4,10010.7
남산5(남산502),250052401,99,250001983,1628,온의사거리,127.72144,37.86576,278.8,38.6,72578.2,10049.3
남산5(남산502),250052401,100,250001855,1753,KBS방송국,127.72304,37.86791,282.3,39.1,72860.5,10088.4
남산5(남산502),250052401,101,250002028,1670,남부사거리,127.7246,37.87154,489.4,67.8,73349.8,10156.1
남산5(남산502),250052401,102,250001987,1632,모아엘가A,127.72193,37.87293,280.9,38.9,73630.8,10195.0
남산5(남산502),250052401,103,250001348,1155,춘천초등학교,127.72098,37.87602,515.4,71.4,74146.1,10266.4
남산5(남산502),250052401,104,250001847,1745,중앙로입구,127.72415,37.87736,322.6,44.7,74468.7,10311.1
남산5(남산502),250052401,105,265000721,1094,중앙시장입구,127.72459,37.87816,111.6,15.5,74580.3,10326.5
남산5(남산503),250052402,1,250027098,1095,중앙시장입구,127.72437,37.87807,0.0,0.0,0.0,0.0
남산5(남산503),250052402,2,250001202,1011,중앙로입구,127.72307,37.87703,214.1,29.6,214.1,29.6
남산5(남산503),250052402,3,250001349,1156,춘천시보건소,127.72076,37.87617,231.7,32.1,445.8,61.7
남산5(남산503),250052402,4,250002027,1669,약사롯데캐슬,127.72313,37.8721,631.2,87.4,1077.0,149.1
남산5(남산503),250052402,5,250001266,1075,춘천경찰서,127.72473,37.87064,290.6,40.2,1367.7,189.4
남산5(남산503),250052402,6,250001854,1752,KBS방송국,127.72287,37.86819,317.6,44.0,1685.3,233.3
남산5(남산503),250052402,7,250002081,2058,시외버스터미널,127.71988,37.86418,534.4,74.0,2219.7,307.3
남산5(남산503),250052402,8,250002253,2230,배나무골,127.71709,37.85983,566.8,78.5,2786.5,385.8
남산5(남산503),250052402,9,250001522,1843,가압펌프장,127.71464,37.85511,581.7,80.5,3368.3,466.4
남산5(남산503),250052402,10,250001782,1513,88공원,127.7152,37.85243,312.1,43.2,3680.3,509.6
남산5(남산503),250052402,11,250001340,1147,칠전동,127.71413,37.84246,1142.0,158.1,4822.4,667.7
남산5(남산503),250052402,12,250001338,1145,칠전동고개,127.71363,37.83625,735.9,101.9,5558.3,769.6
남산5(남산503),250052402,13,265000810,2364,봄봄유치원,127.71246,37.83366,305.9,42.4,5864.2,812.0
남산5(남산503),250052402,14,250026803,2530,팔미1리,127.71026,37.82982,484.0,67.0,6348.2,879.0
남산5(남산503),250052402,15,250001298,1105,팔미쉼터,127.7039,37.82165,1169.3,161.9,7517.5,1040.9
남산5(남산503),250052402,16,250026804,2531,의암리입구,127.68199,37.8273,2175.9,301.3,9693.4,1342.2
남산5(남산503),250052402,17,250001899,1546,의암교차로,127.67112,37.82808,1189.9,164.8,10883.2,1506.9
남산5(남산503),250052402,18,250002105,2082,등선폭포주차장,127.66628,37.82595,491.8,68.1,11375.0,1575.0
남산5(남산503),250052402,19,250001530,1851,등선폭포,127.66041,37.82496,527.4,73.0,11902.5,1648.0
남산5(남산503),250052402,20,250001732,1465,강촌유원지,127.63349,37.81359,3092.3,428.2,14994.8,2076.2
남산5(남산503),250052402,21,250001657,1976,강촌1리마을,127.63629,37.80991,490.5,67.9,15485.3,2144.1
남산5(남산503),250052402,22,250001429,1426,창촌중학교,127.63654,37.80813,200.5,27.8,15685.8,2171.9
남산5(남산503),250052402,23,250026569,2305,강촌역입구,127.63655,37.80598,249.3,34.5,15935.0,2206.4
남산5(남산503),250052402,24,250001443,1440,방곡리,127.63758,37.80281,366.5,50.7,16301.6,2257.1
남산5(남산503),250052402,25,250001450,1781,방곡1리,127.63871,37.80073,295.7,40.9,16597.3,2298.1
남산5(남산503),250052402,26,250001448,1779,방곡1리,127.63972,37.7977,348.5,48.3,16945.7,2346.3
남산5(남산503),250052402,27,265000808,2273,방곡2리입구,127.64034,37.79378,524.7,72.7,17470.5,2419.0
남산5(남산503),250052402,28,250001444,1441,방곡2리회관,127.63589,37.79138,497.8,68.9,17968.3,2487.9
남산5(남산503),250052402,29,250001446,1777,방곡2리종점,127.62936,37.78827,761.9,105.5,18730.2,2593.4
남산5(남산503),250052402,30,250026746,2473,방곡2리종점,127.62929,37.78812,32.6,4.5,18762.8,2597.9
남산5(남산503),250052402,31,250026855,2582,방곡2리,127.63286,37.78883,352.2,48.8,19115.0,2646.7
남산5(남산503),250052402,32,250001445,1442,방곡2리회관,127.63589,37.79124,414.6,57.4,19529.6,2704.1
남산5(남산503),250052402,33,265000809,2280,방곡2리입구,127.64044,37.79372,510.0,70.6,20039.5,2774.7
남산5(남산503),250052402,34,250026671,2398,창촌2리입구,127.6453,37.78511,1705.1,236.1,21744.6,3010.8
남산5(남산503),250052402,35,250001792,1523,창촌3거리,127.64823,37.7873,429.1,59.4,22173.7,3070.2
남산5(남산503),250052402,36,250001794,1525,창촌1리,127.6471,37.78958,292.0,40.4,22465.7,3110.6
남산5(남산503),250052402,37,250001624,1944,남산면행복센터,127.64612,37.79152,232.8,32.2,22698.5,3142.9
남산5(남산503),250052402,38,250001447,1778,방곡1리,127.64243,37.79498,544.2,75.4,23242.7,3218.2
남산5(남산503),250052402,39,250001451,1782,방곡1리,127.63992,37.7978,425.9,59.0,23668.6,3277.2
남산5(남산503),250052402,40,250001449,1780,방곡1리,127.63895,37.80055,318.4,44.1,23987.0,3321.3
남산5(남산503),250052402,41,250001442,1439,방곡리,127.63774,37.80283,303.2,42.0,24290.2,3363.3
남산5(남산503),250052402,42,250026570,2306,강촌역입구,127.63673,37.80601,369.0,51.1,24659.2,3414.4
남산5(남산503),250052402,43,250001428,1425,강촌1리회관,127.6367,37.80815,243.4,33.7,24902.6,3448.1
남산5(남산503),250052402,44,250001656,1975,강촌1리마을,127.63644,37.81024,236.8,32.8,25139.4,3480.8
남산5(남산503),250052402,45,250026965,2690,강촌노래비,127.63413,37.81365,475.5,65.8,25614.9,3546.7
남산5(남산503),250052402,46,265000884,2815,강촌3리,127.61649,37.82554,2117.1,293.1,27731.9,3839.8
남산5(남산503),250052402,47,265000845,2510,옛백양리역,127.61243,37.8278,437.0,60.5,28168.9,3900.3
남산5(남산503),250052402,48,265000843,2501,오양골길,127.60908,37.82852,308.3,42.7,28477.2,3943.0
남산5(남산503),250052402,49,250026560,2296,백양리역,127.58889,37.83118,1801.4,249.4,30278.6,4192.4
남산5(남산503),250052402,50,250026851,2578,서천리주명교,127.5529,37.84344,3516.2,486.9,33794.8,4679.3
남산5(남산503),250052402,51,250000993,1177,서천리입구,127.55189,37.84082,321.1,44.5,34115.9,4723.7
남산5(남산503),250052402,52,250002157,2134,서천1리,127.55259,37.83858,256.8,35.6,34372.7,4759.3
남산5(남산503),250052402,53,250026693,2420,서천분교,127.55548,37.83581,401.2,55.6,34773.9,4814.8
남산5(남산503),250052402,54,250026563,2299,굴봉산역,127.55742,37.83217,456.0,63.1,35230.0,4878.0
남산5(남산503),250052402,55,250002246,2223,백양리,127.56001,37.82779,555.8,77.0,35785.8,4955.0
남산5(남산503),250052402,56,250002248,2225,백양1리,127.56267,37.82401,494.2,68.4,36280.0,5023.4
남산5(남산503),250052402,57,250026612,1301,백양1리,127.56498,37.81896,640.0,88.6,36920.0,5112.0
남산5(남산503),250052402,58,250001131,1299,백양2리,127.56966,37.81617,519.8,72.0,37439.8,5184.0
남산5(남산503),250052402,59,250001130,1298,백양2리,127.57298,37.81399,379.8,52.6,37819.6,5236.6
남산5(남산503),250052402,60,250026729,2456,백양리종점,127.57322,37.81033,554.9,76.8,38374.6,5313.4
남산5(남산503),250052402,61,250026982,2707,백양2리3반,127.5756,37.80226,1037.6,143.7,39412.1,5457.1
